Region,BeginDate,Income ($)
World,1730-2010,42800
Venezuela,1920,9300
Grenada,1920,9000
Vietnam,1920,9300
World,1730-2010,22200
Belize,1910,9000
Jordan,1920,11600
World,1730-2010,3100
Moldova,1920,34400
Taiwan,1930,17200
World,1730-2010,11600
Moldova,1930,25800
World,1730-2010,9000
Suriname,1930,6500
Zambia,1920,22200
Nauru,1920,9000
Eritrea,1940,20900
Slovenia,1870,3100
Libya,1930,24100
Korea South,1920,9300
Korea South,1910,3100
Andorra,1910,38600
Ethiopia,1940,6500
Kiribati,1930,9300
World,1730-2010,9300
Belgium,1900,6500
Andorra,1930,20900
Bangladesh,1940,20900
Man (Isle of),1920,11600
World,1730-2010,6500
World,1730-2010,9300
Mayotte,1890,12400
World,1730-2010,9300
World,1730-2010,22200
Iceland,1900,9300
Estonia,1940,9000
World,1730-2010,25800
"Bonaire, Sint Eustatius and Saba",1930,11600
Sudan,1940,20900
World,1730-2010,9000
Denmark,1930,9000
World,1730-2010,11600
Lesotho,1920,9000
Anguilla,1930,6500
Lesotho,1940,11600
United Kingdom,1890,39500
Gabon,1910,20900
Aruba,1950,22200
World,1730-2010,24100
Micronesia,1930,11600
Turkmenistan,1900,9300
Cameroon,1930,9300
Croatia (Hrvatska),1910,24100
Dominican Republic,1920,17200
Bahrain,1920,6500
Dominican Republic,1930,24100
World,1730-2010,20900
Cape Verde,1900,45500
Serbia,1940,17200
Solomon Islands,1930,11600
Cape Verde,1930,3100
Luxembourg,1890,9000
Saint Helena,1930,6500
Micronesia,1940,9300
American Samoa,1930,25800
Sint Maarten (Dutch part),1940,22200
Liberia,1920,24100
Belarus,1920,17200
Saint-Martin (French part),1950,9300
Papua new Guinea,1920,6500
World,1730-2010,12400
Kiribati,1930,9000
World,1730-2010,9300
Iran,1940,17200
Venezuela,1920,17200
World,1730-2010,20900
World,1730-2010,12400
Nepal,1940,17200
World,1730-2010,5400
Andorra,1880,11600
World,1730-2010,6500
World,1730-2010,9300
Serbia,1930,11600
"Bonaire, Sint Eustatius and Saba",1960,9300
Micronesia,1920,9300
World,1730-2010,9300
Central African Republic,1940,9300
Uzbekistan,1940,5400
World,1730-2010,17200
Israel,1900,9300
Jordan,1920,6500
Bolivia,1900,24100
Italy,1940,6500
Nepal,1930,11600
Mauritius,1930,20900
Kuwait,1890,11600
Sint Maarten (Dutch part),1940,9300
Colombia,1910,22200
Armenia,1930,43100
Botswana,1910,9300
World,1730-2010,9000
Malta,1910,17200
Saint-Martin (French part),1960,9300
Dominican Republic,1920,3100
Australia,1910,9000
World,1730-2010,9300
World,1730-2010,20900
Luxembourg,1940,11600
World,1730-2010,20900
World,1730-2010,9000
Poland,1920,43100
Guinea,1920,11600
World,1730-2010,20900
El Salvador,1950,9300
Poland,1930,5400
Azerbaijan,1860,25800
World,1730-2010,11600
Canada,1970,5400
Marshall Islands,1930,9000
Tanzania,1960,3100
Cuba,1890,9300
Kuwait,1870,11600
Iran,1900,9000
Anguilla,1930,34400
Cambodia,1950,9000
Lesotho,1910,11600
Angola,1940,9000
World,1730-2010,9300
World,1730-2010,9300
World,1730-2010,17200
Equatorial Guinea,1910,20900
Lithuania,1940,11600
Palestinian Territory Occupied,1950,17200
Puerto Rico,1940,20900
Palestinian Territory Occupied,1920,3100
Azerbaijan,1900,11600
Cocos (Keeling) Islands,1900,11600
Thailand,1930,11600
Japan,1940,17200
World,1730-2010,9300
World,1730-2010,17200
Taiwan,1890,12400
Laos,1900,5400
Equatorial Guinea,1920,20900
Ukraine,1930,17200
Saint Pierre and Miquelon,1880,34400
Jordan,1930,11600
Jersey,1950,9300
World,1730-2010,17200
Finland,1910,11600
French Southern Territories,1940,11600
Turkey,1920,24100
World,1730-2010,9300
Nauru,1880,6500
World,1730-2010,12400
Malta,1920,9300
Tonga,1890,20900
Palestinian Territory Occupied,1890,5400
World,1730-2010,17200
Lesotho,1890,17200
Kuwait,1870,3100
Mozambique,1930,11600
World,1730-2010,24100
Thailand,1930,17200
Kuwait,1870,17200
Korea North,1890,12400
Brunei,1970,9000
Kenya,1930,12400
Liechtenstein,1870,38600
World,1730-2010,20900
World,1730-2010,5400
Latvia,1880,9300
Guadeloupe,1920,20900
Afghanistan,1940,17200
World,1730-2010,9300
World,1730-2010,5400
Vanuatu,1930,20900
Cayman Islands,1890,11600
Pitcairn Island,1920,9000
World,1730-2010,25800
World,1730-2010,22200
Australia,1950,12400
Mali,1880,9300
Nigeria,1940,9000
World,1730-2010,9300
Togo,1940,9000
Uganda,1920,12400
South Africa,1890,9000
World,1730-2010,9300
World,1730-2010,20900
French Southern Territories,1920,34400
World,1730-2010,24100
World,1730-2010,5400
Guam,1940,24100
Singapore,1960,20900
Dominica,1940,5400
World,1730-2010,12400
World,1730-2010,17200
Cote D'Ivoire (Ivory Coast),1930,24100
Albania,1940,11600
World,1730-2010,9000
South Sudan,1940,9000
Cayman Islands,1890,11600
World,1730-2010,6500
Japan,1950,38600
Afghanistan,1920,6500
Italy,1900,25800
Falkland Islands,1900,6500
Guinea,1940,9300
Guatemala,1910,9300
Iraq,1940,12400
Sint Maarten (Dutch part),1940,9000
Honduras,1900,6500
Costa Rica,1930,12400
Montserrat,1950,12400
Slovenia,1910,5400
World,1730-2010,17200
World,1730-2010,6500
Morocco,1940,12400
World,1730-2010,9300
Dominica,1940,5400
Angola,1930,9000
Jordan,1940,9300
Austria,1940,5400
Taiwan,1890,9000
World,1730-2010,20900
Tonga,1920,22200
Kenya,1910,12400
Niger,1900,17200
Paraguay,1880,11600
Honduras,1920,25800
Greece,1920,3100
Canada,1920,9000
Nepal,1900,12400
Honduras,1910,9000
Liechtenstein,1900,9000
World,1730-2010,9300
Sint Maarten (Dutch part),1900,9300
Vietnam,1920,11600
Russia,1900,9000
Seychelles,1900,17200
Brazil,1920,11600
Kiribati,1900,9000
Bermuda,1920,9300
Micronesia,1930,17200
Kiribati,1930,5400
World,1730-2010,12400
World,1730-2010,6500
Guadeloupe,1920,34700
Mexico,1930,6500
World,1730-2010,20900
San Marino,1890,9300
World,1730-2010,20900
Cayman Islands,1930,5400
World,1730-2010,5400
Guadeloupe,1900,20900
Antigua And Barbuda,1910,9300
Russia,1920,9000
Northern Mariana Islands,1910,17200
World,1730-2010,12400
Czech Republic,1940,38600
Luxembourg,1920,12400
World,1730-2010,24100
China,1940,9000
Tanzania,1940,11600
New Caledonia,1930,9000
Slovakia,1940,9300
United Kingdom,1910,11600
Costa Rica,1920,20900
Israel,1900,17200
Trinidad And Tobago,1930,9300
World,1730-2010,5400
Niue,1940,9300
World,1730-2010,9300
Luxembourg,1890,9300
World,1730-2010,20900
Brazil,1900,9300
Aruba,1950,11600
World,1730-2010,34700
Ukraine,1930,12400
Saint Kitts And Nevis,1940,34400
World,1730-2010,9300
Faroe Islands,1920,6500
Central African Republic,1910,11600
Germany,1910,25800
World,1730-2010,12400
World,1730-2010,17200
Kazakhstan,1890,3100
World,1730-2010,5400
World,1730-2010,9000
World,1730-2010,17200
World,1730-2010,9000
Cyprus,1940,9300
World,1730-2010,3100
Palau,1880,6500
United Arab Emirates,1920,3100
Uruguay,1950,20900
Turks And Caicos Islands,1950,9000
Mali,1940,39500
World,1730-2010,11600
World,1730-2010,9000
Brazil,1860,9300
Namibia,1940,34400
World,1730-2010,9000
World,1730-2010,6500
Morocco,1940,9300
Malta,1930,12400
World,1730-2010,25800
Nigeria,1960,9000
World,1730-2010,5400
Malta,1900,12400
Japan,1890,9300
Saint Helena,1930,12400
World,1730-2010,42800
Wallis And Futuna Islands,1930,17200
Korea South,1920,3100
World,1730-2010,11600
Antigua And Barbuda,1920,20900
Czech Republic,1910,9300
Mauritius,1940,11600
Bangladesh,1920,42800
Togo,1900,9300
Liberia,1900,9300
Mongolia,1910,12400
Nauru,1880,12400
Mexico,1900,34400
Austria,1950,22200
Pakistan,1910,17200
Philippines,1940,5400
Korea North,1950,12400
Bangladesh,1940,9300
Malta,1900,9300
Madagascar,1910,9300
American Samoa,1880,11600
Australia,1930,17200
World,1730-2010,17200
Croatia (Hrvatska),1910,9300
Benin,1930,24100
Liechtenstein,1930,34400
Belgium,1910,25800
China,1930,11600
Puerto Rico,1890,9300
Togo,1900,17200
World,1730-2010,6500
World,1730-2010,9300
Afghanistan,1900,25800
Qatar,1920,17200
Uruguay,1940,22200
Congo The Democratic Republic Of The,1940,6500
World,1730-2010,3100
Martinique,1870,24100
Cyprus,1930,17200
Seychelles,1910,6500
Kiribati,1890,24100
World,1730-2010,17200
India,1940,6500
World,1730-2010,22200
Puerto Rico,1950,20900
Botswana,1910,9300
Cameroon,1940,9300
Tanzania,1900,5400
World,1730-2010,9300
San Marino,1910,6500
World,1730-2010,6500
Morocco,1870,5400
Congo,1920,9000
Croatia (Hrvatska),1920,9300
World,1730-2010,6500
Egypt,1940,5400
World,1730-2010,17200
World,1730-2010,9000
World,1730-2010,17200
United Kingdom,1910,22200
Syria,1880,9300
South Africa,1920,9000
Marshall Islands,1930,11600
World,1730-2010,9300
World,1730-2010,5400
Uzbekistan,1940,9000
New Caledonia,1920,20900
World,1730-2010,17200
World,1730-2010,39500
World,1730-2010,11600
Armenia,1950,22200
Grenada,1950,12400
World,1730-2010,11600
South Georgia,2000,5400
Western Sahara,1900,17200
Guam,1930,17200
Eritrea,1900,9300
Grenada,1920,20900
World,1730-2010,9300
Saint Pierre and Miquelon,1930,12400
Brunei,1930,9000
World,1730-2010,9000
Cook Islands,1920,12400
World,1730-2010,9300
World,1730-2010,6500
World,1730-2010,12400
Fiji Islands,1930,38600
World,1730-2010,9000
Svalbard And Jan Mayen Islands,1920,9300
Canada,1940,3100
Bangladesh,1930,25800
Cameroon,1920,22200
Latvia,1930,9300
Hungary,1890,9000
Croatia (Hrvatska),1940,12400
World,1730-2010,25800
Iceland,1940,6500
World,1730-2010,17200
Panama,1930,25800
Saint Lucia,1930,25800
"Bonaire, Sint Eustatius and Saba",1900,42800
World,1730-2010,12400
British Indian Ocean Territory,1900,25800
Uganda,1920,22200
Palestinian Territory Occupied,1920,6500
World,1730-2010,12400
British Indian Ocean Territory,1940,12400
United Kingdom,1900,9300
Honduras,1930,20900
Dominica,1930,6500
"Bonaire, Sint Eustatius and Saba",1920,9300
Bolivia,1930,3100
Saint-Martin (French part),1950,9300
World,1730-2010,25800
Falkland Islands,1900,9000
Russia,1940,38600
World,1730-2010,9300
World,1730-2010,17200
World,1730-2010,12400
Belgium,1920,12400
World,1730-2010,9300
Slovenia,1940,9000
Canada,1940,25800
World,1730-2010,9000
World,1730-2010,6500
Djibouti,1920,3100
Zimbabwe,1970,20900
Somalia,1890,34400
World,1730-2010,20900
Malawi,1920,17200
Norfolk Island,1940,20900
India,1910,9300
World,1730-2010,24100
World,1730-2010,9000
Norway,1890,9300
Jordan,1950,25800
Tonga,1880,11600
East Timor,1890,17200
Samoa,1930,12400
Suriname,1930,11600
World,1730-2010,17200
South Africa,1880,3100
Somalia,1940,22200
Indonesia,1910,20900
World,1730-2010,9300
Cook Islands,1880,9300
Sudan,1910,12400
Panama,1930,11600
South Georgia,1920,5400
Sudan,1900,5400
World,1730-2010,11600
Australia,1910,6500
World,1730-2010,11600
American Samoa,1940,38600
Christmas Island,1890,24100
World,1730-2010,9300
Netherlands The,1920,11600
San Marino,1920,20900
Central African Republic,1930,20900
Georgia,1890,25800
Sri Lanka,1890,12400
Ghana,1950,9000
World,1730-2010,9300
Sweden,1920,9000
Nigeria,1910,11600
World,1730-2010,22200
World,1730-2010,22200
Faroe Islands,1970,5400
World,1730-2010,12400
Guernsey and Alderney,1900,9300
Kenya,1930,11600
Saudi Arabia,1920,11600
Chile,1900,9300
Bahrain,1900,6500
Togo,1920,17200
French Guiana,1910,5400
Malta,1920,5400
Togo,1900,11600
Kosovo,1930,9300
World,1730-2010,22200
Germany,1940,9300
World,1730-2010,22200
World,1730-2010,20900
Iceland,1930,22200
World,1730-2010,9300
Brazil,1940,9000
Solomon Islands,1950,11600
Kosovo,1890,22200
Brazil,1860,39500
World,1730-2010,12400
Indonesia,1920,20900
Indonesia,1930,17200
Swaziland,1910,12400
Niger,1950,9300
Mayotte,1940,24100
"Bonaire, Sint Eustatius and Saba",1920,11600
Saint Lucia,1910,11600
Latvia,1920,11600
Saudi Arabia,1930,6500
World,1730-2010,20900
Bermuda,1930,9300
Pakistan,1940,12400
World,1730-2010,11600
Congo,1920,9000
Singapore,1940,11600
Curaçao,1900,22200
Ethiopia,1950,24100
Palestinian Territory Occupied,1930,5400
Lesotho,1940,9300
Mexico,1920,5400
East Timor,1940,20900
World,1730-2010,9300
World,1730-2010,9300
Burkina Faso,1890,9000
World,1730-2010,22200
Moldova,1860,9300
"Bonaire, Sint Eustatius and Saba",1940,12400
Zambia,1950,9300
Japan,1910,12400
Bhutan,1930,5400
World,1730-2010,24100
Botswana,1940,22200
World,1730-2010,9000
Lesotho,1890,11600
World,1730-2010,9300
Cuba,1930,24100
Saint Lucia,1920,39500
World,1730-2010,25800
Haiti,1890,38600
Nepal,1930,9300
Jordan,1880,34400
Spain,1900,11600
India,1920,25800
Bhutan,1950,25800
Armenia,1910,6500
Tanzania,1900,11600
Man (Isle of),1940,12400
Kuwait,1910,11600
Austria,1930,6500
World,1730-2010,5400
Nigeria,1910,6500
Andorra,1890,9000
Saint Pierre and Miquelon,1940,17200
Syria,1950,5400
Congo The Democratic Republic Of The,1930,22200
World,1730-2010,9000
World,1730-2010,12400
World,1730-2010,34400
World,1730-2010,11600
Moldova,1950,9300
Saudi Arabia,1950,9300
Senegal,1920,9300
World,1730-2010,6500
Malta,1910,5400
New Zealand,1930,9300
French Guiana,1890,9000
World,1730-2010,6500
United States,1900,9000
Samoa,1940,11600
World,1730-2010,45500
Guam,1940,9300
Uruguay,1960,34400
French Guiana,1940,12400
Kosovo,1880,11600
World,1730-2010,38600
Japan,1880,22200
Cook Islands,1930,11600
World,1730-2010,9300
Nepal,1930,17200
Brunei,1940,12400
Switzerland,1940,11600
Zambia,1930,9000
World,1730-2010,20900
Papua new Guinea,1920,24100
Barbados,1940,6500
Morocco,1870,9300
Palestinian Territory Occupied,1910,5400
Laos,1930,20900
Tanzania,1940,9300
Greece,1880,9000
Sierra Leone,1930,22200
Tuvalu,1920,6500
Comoros,1920,3100
Sudan,1910,20900
Burkina Faso,1890,17200
Honduras,1920,3100
Sierra Leone,1930,11600
World,1730-2010,5400
Ukraine,1930,9000
Switzerland,1930,24100
World,1730-2010,5400
Solomon Islands,1940,12400
Pakistan,1900,12400
France,1920,12400
Liechtenstein,1900,9300
Serbia,1920,9300
Ireland,1910,11600
Uganda,1920,3100
Grenada,1930,5400
Greece,1930,25800
World,1730-2010,22200
Puerto Rico,1940,9300
Iran,1930,9000
Maldives,1920,12400
World,1730-2010,9300
World,1730-2010,5400
Serbia,1930,5400
World,1730-2010,25800
Saint Vincent And The Grenadines,1940,20900
Yemen,1940,9300
Togo,1940,11600
Bangladesh,1930,9300
Saint Pierre and Miquelon,1940,12400
Qatar,1940,9300
World,1730-2010,12400
American Samoa,1930,9000
Thailand,1870,12400
East Timor,1930,9300
World,1730-2010,20900
Norfolk Island,1950,22200
Austria,1920,20900
World,1730-2010,5400
Bangladesh,1940,9300
World,1730-2010,12400
Niue,1930,9300
Senegal,1930,9300
Guernsey and Alderney,1920,22200
Moldova,1890,9300
Norway,1930,9300
World,1730-2010,6500
Congo The Democratic Republic Of The,1920,9300
Aland Islands,1890,9300
Zimbabwe,1940,9300
World,1730-2010,9000
Hong Kong S.A.R.,1940,3100
Micronesia,1920,9300
Kosovo,1910,11600
Seychelles,1890,9300
Liberia,1900,24100
World,1730-2010,3100
Mauritius,1960,17200
Tanzania,1940,6500
World,1730-2010,24100
World,1730-2010,9300
World,1730-2010,20900
World,1730-2010,5400
South Georgia,1930,17200
World,1730-2010,9000
Italy,1920,9300
Kosovo,1910,9300
Montserrat,1900,22200
Congo,1920,9000
Western Sahara,1930,9000
World,1730-2010,9300
Kiribati,1860,17200
British Indian Ocean Territory,1900,12400
Gambia The,1920,9300
Thailand,1880,9300
World,1730-2010,3100
Anguilla,1860,6500
Lithuania,1930,25800
World,1730-2010,22200
Tonga,1910,9300
Montserrat,1930,17200
Lebanon,1910,24100
Congo The Democratic Republic Of The,1930,6500
Serbia,1920,20900
World,1730-2010,9300
Slovakia,1890,9300
Bahamas The,1930,11600
Sint Maarten (Dutch part),1920,12400
Sweden,1930,6500
Bangladesh,1920,22200
Liberia,1890,9300
Grenada,1940,11600
World,1730-2010,20900
Panama,1950,5400
Korea North,1950,5400
Mali,1880,9300
Mongolia,1960,9000
Saint Vincent And The Grenadines,1910,9000
Libya,1940,20900
Uruguay,1930,9000
Macedonia,1900,24100
World,1730-2010,22200
Cote D'Ivoire (Ivory Coast),1930,20900
World,1730-2010,12400
Nigeria,1880,12400
Honduras,1940,22200
Gambia The,1930,17200
World,1730-2010,22200
Germany,1890,45500
World,1730-2010,11600
Cocos (Keeling) Islands,1860,11600
Senegal,1920,9300
Israel,1920,11600
Palestinian Territory Occupied,1920,5400
Barbados,1930,9300
Russia,1930,34700
World,1730-2010,24100
Hong Kong S.A.R.,1920,9000
Greenland,1950,22200
Bahamas The,1930,11600
Eritrea,1900,9300
World,1730-2010,9000
Uzbekistan,1930,17200
World,1730-2010,9300
Micronesia,1890,9000
World,1730-2010,11600
Gibraltar,1920,24100
Western Sahara,1930,6500
World,1730-2010,5400
Sierra Leone,1940,12400
Myanmar,1910,9300
Senegal,1940,9000
Chile,1880,9300
World,1730-2010,9300
Bermuda,1920,39500
World,1730-2010,22200
South Georgia,1940,9300
Monaco,1950,9300
World,1730-2010,9000
World,1730-2010,22200
World,1730-2010,9300
Samoa,1940,9000
World,1730-2010,25800
Tuvalu,1930,20900
Albania,1930,9300
Niue,1930,12400
Mali,1960,17200
Liberia,1920,11600
Pakistan,1900,24100
Afghanistan,1870,22200
Seychelles,1930,11600
New Caledonia,1940,9000
World,1730-2010,17200
Monaco,1930,24100
Cyprus,1900,25800
Falkland Islands,1950,22200
Thailand,1930,11600
American Samoa,1920,25800
Marshall Islands,1940,20900
Bulgaria,1910,9000
World,1730-2010,6500
World,1730-2010,12400
Lesotho,1930,6500
Estonia,1930,9000
Reunion,1930,9300
Saint Vincent And The Grenadines,1920,3100
World,1730-2010,9300
Colombia,1940,11600
World,1730-2010,6500
Peru,1920,5400
Morocco,1920,20900
Dominica,1920,5400
South Georgia,1940,9300
Kuwait,1960,9300
Israel,1930,12400
Bahamas The,1930,25800
Christmas Island,1950,6500
World,1730-2010,9300
World,1730-2010,9300
Bolivia,1920,6500
World,1730-2010,20900
Barbados,1940,6500
World,1730-2010,42800
Italy,1850,38600
Ukraine,1930,12400
Christmas Island,1920,24100
World,1730-2010,9000
World,1730-2010,9000
Djibouti,1890,11600
Niger,1920,9000
Rwanda,1920,11600
World,1730-2010,9000
Greece,1880,39500
Canada,1930,5400
Curaçao,1880,6500
World,1730-2010,11600
Eritrea,1900,9300
Equatorial Guinea,1930,22200
Austria,1950,25800
Sao Tome and Principe,1940,20900
Cocos (Keeling) Islands,1900,11600
Lesotho,1910,12400
Andorra,1900,9300
Japan,1920,12400
World,1730-2010,20900
Canada,1940,12400
Martinique,1940,11600
Mali,1920,6500
Bermuda,1890,24100
Italy,1950,9300
World,1730-2010,17200
Liechtenstein,1930,34700
Puerto Rico,1950,9300
Morocco,1920,9300
Cayman Islands,1920,17200
Belize,1910,9300
Brunei,1940,12400
World,1730-2010,11600
Czech Republic,1890,12400
Australia,1920,6500
Guinea-Bissau,1950,9300
Romania,1930,9000
Falkland Islands,1900,22200
East Timor,1930,34400
World,1730-2010,22200
Cambodia,1920,6500
Martinique,1870,43100
Panama,1920,17200
World,1730-2010,25800
Indonesia,1930,22200
Micronesia,1970,9300
Aruba,1930,11600
Kiribati,1950,9000
Equatorial Guinea,1940,9300
New Zealand,1930,9000
Anguilla,1910,9000
Benin,1910,20900
World,1730-2010,9000
Egypt,1930,6500
Benin,1930,20900
Iraq,1940,5400
Mayotte,1930,17200
Andorra,1950,17200
World,1730-2010,9300
World,1730-2010,17200
Zimbabwe,1920,34400
World,1730-2010,20900
Afghanistan,1930,11600
Cape Verde,1950,11600
World,1730-2010,6500
Monaco,1910,38600
Guyana,1940,6500
Afghanistan,1880,6500
Mauritius,1940,22200
Mali,1940,11600
Greenland,1930,22200
World,1730-2010,25800
India,1930,20900
Lebanon,1890,5400
Latvia,1910,6500
Falkland Islands,1900,25800
Lesotho,1880,12400
Anguilla,1900,24100
World,1730-2010,25800
Saint-Martin (French part),1920,17200
World,1730-2010,22200
Latvia,1930,6500
Tajikistan,1940,17200
World,1730-2010,9300
Belgium,1930,6500
World,1730-2010,3100
World,1730-2010,9000
San Marino,1920,12400
Macau S.A.R.,1880,9000
World,1730-2010,5400
Macedonia,1940,6500
Bahamas The,1950,12400
Tunisia,1880,11600
Myanmar,1940,12400
British Indian Ocean Territory,1950,12400
Cayman Islands,1930,20900
Laos,1890,6500
Kyrgyzstan,1930,5400
Brazil,1930,6500
Dominica,1910,22200
Saint Vincent And The Grenadines,1930,34700
World,1730-2010,43100
World,1730-2010,11600
Fiji Islands,1970,20900
Saint-Barthelemy,1940,11600
Ukraine,1900,9000
World,1730-2010,24100
Greece,1930,12400
Tanzania,1880,24100
World,1730-2010,9300
Costa Rica,1900,9300
Macau S.A.R.,1940,11600
Qatar,1930,17200
Greece,1910,38600
Barbados,1940,24100
Micronesia,1930,24100
Ireland,1910,12400
Chile,1870,20900
Peru,1940,12400
Martinique,1940,3100
Malaysia,1920,24100
World,1730-2010,6500
Belarus,1930,24100
Armenia,1940,25800
Algeria,1900,17200
World,1730-2010,5400
World,1730-2010,24100
World,1730-2010,9300
Lesotho,1950,9000
Mali,1920,11600
San Marino,1930,9000
Thailand,1920,11600
World,1730-2010,17200
Tunisia,1940,9300
Algeria,1910,9300
Guatemala,1940,11600
Somalia,1890,5400
World,1730-2010,24100
World,1730-2010,20900
Haiti,1900,9300
Germany,1930,12400
Iraq,1910,9300
Peru,1900,9000
World,1730-2010,22200
Cyprus,1910,5400
Sudan,1910,20900
Argentina,1940,12400
