Region,BeginDate,Income ($)
Port Vila; Vanuatu; Melanesia; Oceania,1930,20900
Hong Kong; Hong Kong S.A.R.; Eastern Asia; Asia,1900,9300
Maputo; Mozambique; Eastern Africa; Africa,1753,12400
Asuncion; Paraguay; South America; Americas,1934,17200
Amsterdam; Netherlands The; Western Europe; Europe,1955,17200
Khartoum; Sudan; Northern Africa; Africa,1906,9000
Conakry; Guinea; Western Africa; Africa,1915,9000
Niamey; Niger; Western Africa; Africa,1950,17200
Mata Utu; Wallis And Futuna Islands; Polynesia; Oceania,1937,9300
Kingstown; Saint Vincent And The Grenadines; Caribbean; Americas,1933,39500
Port of Spain; Trinidad And Tobago; Caribbean; Americas,1959,11600
Tripolis; Libya; Northern Africa; Africa,1885,12400
Addis Ababa; Ethiopia; Eastern Africa; Africa,1906,11600
Algiers; Algeria; Northern Africa; Africa,1947,34400
Male; Maldives; Southern Asia; Asia,1898,6500
Sarajevo; Bosnia and Herzegovina; Southern Europe; Europe,1931,9000
Dushanbe; Tajikistan; Central Asia; Asia,1908,11600
Ottawa; Canada; Northern America; Americas,1898,17200
Kuala Lumpur; Malaysia; South-Eastern Asia; Asia,1899,9000
Podgorica; Montenegro; Southern Europe; Europe,1824,9300
Kingston; Jamaica; Caribbean; Americas,1928,9300
Tokyo; Japan; Eastern Asia; Asia,1911,12400
Kingstown; Saint Vincent And The Grenadines; Caribbean; Americas,1933,9000
Nay Pyi Taw; Myanmar; South-Eastern Asia; Asia,1916,12400
Hong Kong; Hong Kong S.A.R.; Eastern Asia; Asia,1916,6500
Gustavia; Saint-Barthelemy; Caribbean; Americas,1902,22200
San Marino; San Marino; Southern Europe; Europe,1927,9000
Nuku'alofa; Tonga; Polynesia; Oceania,1946,6500
Hamilton; Bermuda; Northern America; Americas,1931,20900
Bissau; Guinea-Bissau; Western Africa; Africa,1906,6500
Prague; Czech Republic; Eastern Europe; Europe,1893,34400
Nay Pyi Taw; Myanmar; South-Eastern Asia; Asia,1888,5400
Pretoria; South Africa; Southern Africa; Africa,1896,20900
Tehran; Iran; Southern Asia; Asia,1826,9300
Tripolis; Libya; Northern Africa; Africa,1814,6500
Sarajevo; Bosnia and Herzegovina; Southern Europe; Europe,1933,5400
Bridgetown; Barbados; Caribbean; Americas,1931,42800
Nuku'alofa; Tonga; Polynesia; Oceania,1924,9000
Andorra la Vella; Andorra; Southern Europe; Europe,1945,9300
Bujumbura; Burundi; Eastern Africa; Africa,1825,5400
Muscat; Oman; Western Asia; Asia,1952,17200
Pretoria; South Africa; Southern Africa; Africa,1919,24100
Port Louis; Mauritius; Eastern Africa; Africa,1931,24100
Dublin; Ireland; Northern Europe; Europe,1902,11600
Palikir; Micronesia; Micronesia; Oceania,1938,12400
Mata Utu; Wallis And Futuna Islands; Polynesia; Oceania,1918,17200
Beirut; Lebanon; Western Asia; Asia,1922,6500
Amman; Jordan; Western Asia; Asia,1956,12400
Amsterdam; Netherlands The; Western Europe; Europe,1954,11600
Colombo; Sri Lanka; Southern Asia; Asia,1932,20900
Beirut; Lebanon; Western Asia; Asia,1903,24100
Kathmandu; Nepal; Southern Asia; Asia,1924,22200
Porto-Novo; Benin; Western Africa; Africa,1848,12400
Libreville; Gabon; Middle Africa; Africa,1949,11600
Brasilia; Brazil; South America; Americas,1920,9300
Praia; Cape Verde; Western Africa; Africa,1998,11600
Caracas; Venezuela; South America; Americas,1896,24100
Tegucigalpa; Honduras; Central America; Americas,1882,11600
Papeete; French Polynesia; Polynesia; Oceania,1888,24100
Malabo; Equatorial Guinea; Middle Africa; Africa,1928,20900
Managua; Nicaragua; Central America; Americas,1941,9300
Tehran; Iran; Southern Asia; Asia,1942,17200
Chisinau; Moldova; Eastern Europe; Europe,1951,25800
Cockburn Town; Turks And Caicos Islands; Caribbean; Americas,1913,17200
Bridgetown; Barbados; Caribbean; Americas,1936,24100
Paramaribo; Suriname; South America; Americas,1925,20900
Cayenne; French Guiana; South America; Americas,1867,12400
Tehran; Iran; Southern Asia; Asia,1920,11600
Suva; Fiji Islands; Melanesia; Oceania,1935,17200
Berlin; Germany; Western Europe; Europe,1937,12400
Gaborone; Botswana; Southern Africa; Africa,1937,6500
Sanaa; Yemen; Western Asia; Asia,1906,9300
Bangui; Central African Republic; Middle Africa; Africa,1897,20900
Paris; France; Western Europe; Europe,1914,9000
Tarawa; Kiribati; Micronesia; Oceania,1882,17200
Banjul; Gambia The; Western Africa; Africa,1940,24100
Saint-Denis; Reunion; Eastern Africa; Africa,1936,9300
Valletta; Malta; Southern Europe; Europe,1966,12400
Praia; Cape Verde; Western Africa; Africa,1940,9300
Belgrade; Serbia; Southern Europe; Europe,1934,12400
Jamestown; Saint Helena; Western Africa; Africa,1939,9300
Philipsburg; Sint Maarten (Dutch part); Caribbean; Americas,1909,24100
Ottawa; Canada; Northern America; Americas,1873,22200
Muscat; Oman; Western Asia; Asia,1926,11600
Prague; Czech Republic; Eastern Europe; Europe,1897,3100
Athens; Greece; Southern Europe; Europe,1880,9300
Yamoussoukro; Cote D'Ivoire (Ivory Coast); Western Africa; Africa,1940,11600
Monrovia; Liberia; Western Africa; Africa,1927,9300
Bratislava; Slovakia; Eastern Europe; Europe,1928,24100
Nuku'alofa; Tonga; Polynesia; Oceania,1941,20900
Melekeok; Palau; Micronesia; Oceania,2004,9300
Asmara; Eritrea; Eastern Africa; Africa,1920,17200
Riga; Latvia; Northern Europe; Europe,1894,25800
East Jerusalem; Palestinian Territory Occupied; Western Asia; Asia,1888,9300
Ankara; Turkey; Western Asia; Asia,1918,11600
New Delhi; India; Southern Asia; Asia,1949,6500
Lilongwe; Malawi; Eastern Africa; Africa,1907,20900
Belgrade; Serbia; Southern Europe; Europe,1944,9000
Mogadishu; Somalia; Eastern Africa; Africa,1934,12400
Beirut; Lebanon; Western Asia; Asia,1890,9300
Yerevan; Armenia; Western Asia; Asia,1883,3100
Brussels; Belgium; Western Europe; Europe,1995,34700
Oslo; Norway; Northern Europe; Europe,1926,22200
Georgetown; Guyana; South America; Americas,1943,9000
Cockburn Town; Turks And Caicos Islands; Caribbean; Americas,1988,20900
Vaduz; Liechtenstein; Western Europe; Europe,1876,43100
San Marino; San Marino; Southern Europe; Europe,1913,20900
Papeete; French Polynesia; Polynesia; Oceania,1929,39500
Helsinki; Finland; Northern Europe; Europe,1929,20900
Harare; Zimbabwe; Eastern Africa; Africa,1831,6500
Monaco; Monaco; Western Europe; Europe,1903,12400
Riga; Latvia; Northern Europe; Europe,1926,24100
Riyadh; Saudi Arabia; Western Asia; Asia,1867,6500
Baghdad; Iraq; Western Asia; Asia,1851,9300
Pristina; Kosovo; Eastern Europe; Europe,1935,20900
Basse-Terre; Guadeloupe; Caribbean; Americas,1965,9000
Hanoi; Vietnam; South-Eastern Asia; Asia,1931,9000
Saint-Pierre; Saint Pierre and Miquelon; Northern America; Americas,1943,9000
Malabo; Equatorial Guinea; Middle Africa; Africa,1940,24100
Stockholm; Sweden; Northern Europe; Europe,1929,6500
Pretoria; South Africa; Southern Africa; Africa,1904,11600
N'Djamena; Chad; Middle Africa; Africa,1905,9300
Pristina; Kosovo; Eastern Europe; Europe,1895,24100
Apia; Samoa; Polynesia; Oceania,1898,9300
Nuuk; Greenland; Northern America; Americas,1901,20900
Seoul; Korea South; Eastern Asia; Asia,1942,5400
Addis Ababa; Ethiopia; Eastern Africa; Africa,1818,9300
Noumea; New Caledonia; Melanesia; Oceania,1946,11600
Gaborone; Botswana; Southern Africa; Africa,1893,11600
Warsaw; Poland; Eastern Europe; Europe,1871,12400
Port-aux-Francais; French Southern Territories; Southern Africa; Africa,1937,11600
Dili; East Timor; South-Eastern Asia; Asia,1944,22200
Gaborone; Botswana; Southern Africa; Africa,1991,24100
Belmopan; Belize; Central America; Americas,1889,6500
Nouakchott; Mauritania; Western Africa; Africa,1934,9000
Santiago; Chile; South America; Americas,1932,5400
Ouagadougou; Burkina Faso; Western Africa; Africa,1902,5400
Niamey; Niger; Western Africa; Africa,1943,43100
Apia; Samoa; Polynesia; Oceania,1937,9000
Vatican City; Vatican City State (Holy See); Southern Europe; Europe,1923,24100
Melekeok; Palau; Micronesia; Oceania,1905,5400
Andorra la Vella; Andorra; Southern Europe; Europe,1897,12400
San Juan; Puerto Rico; Caribbean; Americas,1865,12400
Washington; United States; Northern America; Americas,1903,9300
Longyearbyen; Svalbard And Jan Mayen Islands; Northern Europe; Europe,1859,25800
Cayenne; French Guiana; South America; Americas,1867,17200
Andorra la Vella; Andorra; Southern Europe; Europe,1904,38600
Bogota; Colombia; South America; Americas,1885,17200
Port-aux-Francais; French Southern Territories; Southern Africa; Africa,1931,5400
Monaco; Monaco; Western Europe; Europe,1861,5400
Buenos Aires; Argentina; South America; Americas,2001,11600
Victoria; Seychelles; Eastern Africa; Africa,1911,17200
Mamoudzou; Mayotte; Eastern Africa; Africa,1934,12400
Bangui; Central African Republic; Middle Africa; Africa,1904,9000
Juba; South Sudan; Middle Africa; Africa,1834,12400
Warsaw; Poland; Eastern Europe; Europe,1949,9300
Hong Kong; Hong Kong S.A.R.; Eastern Asia; Asia,1883,17200
Beijing; China; Eastern Asia; Asia,1851,20900
Pyongyang; Korea North; Eastern Asia; Asia,1898,20900
Islamabad; Pakistan; Southern Asia; Asia,1932,25800
Road Town; Virgin Islands (British); Caribbean; Americas,1934,34700
Santo Domingo; Dominican Republic; Caribbean; Americas,1926,11600
Bangkok; Thailand; South-Eastern Asia; Asia,1895,9000
Sofia; Bulgaria; Eastern Europe; Europe,1944,22200
Honiara; Solomon Islands; Melanesia; Oceania,1928,9300
Colombo; Sri Lanka; Southern Asia; Asia,1934,5400
Georgetown; Guyana; South America; Americas,1928,25800
El-Aaiun; Western Sahara; Northern Africa; Africa,1924,22200
Hong Kong; Hong Kong S.A.R.; Eastern Asia; Asia,1911,25800
"Douglas, Isle of Man; Man (Isle of); Northern Europe; Europe",1885,11600
Diego Garcia; British Indian Ocean Territory; Eastern Africa; Africa,1940,6500
Honiara; Solomon Islands; Melanesia; Oceania,2000,9000
Skopje; Macedonia; Southern Europe; Europe,1960,12400
Basseterre; Saint Kitts And Nevis; Caribbean; Americas,1868,12400
Hagatna; Guam; Micronesia; Oceania,1949,22200
Kingston; Norfolk Island; Australia and New Zealand; Oceania,1823,5400
Port Moresby; Papua new Guinea; Melanesia; Oceania,1942,9000
Bamako; Mali; Western Africa; Africa,1881,9300
Phnom Penh; Cambodia; South-Eastern Asia; Asia,1876,9300
Honiara; Solomon Islands; Melanesia; Oceania,1927,24100
Antananarivo; Madagascar; Eastern Africa; Africa,1904,5400
Kingston; Jamaica; Caribbean; Americas,1893,11600
Plymouth; Montserrat; Caribbean; Americas,1933,12400
Honiara; Solomon Islands; Melanesia; Oceania,1867,3100
Bandar Seri Begawan; Brunei; South-Eastern Asia; Asia,1882,24100
Juba; South Sudan; Middle Africa; Africa,1899,9000
Skopje; Macedonia; Southern Europe; Europe,1928,6500
Cairo; Egypt; Northern Africa; Africa,1931,9000
Budapest; Hungary; Eastern Europe; Europe,1812,9300
Lilongwe; Malawi; Eastern Africa; Africa,1899,49000
Andorra la Vella; Andorra; Southern Europe; Europe,1903,11600
Tunis; Tunisia; Northern Africa; Africa,1954,20900
Port-aux-Francais; French Southern Territories; Southern Africa; Africa,1936,24100
Paris; France; Western Europe; Europe,1948,11600
Nassau; Bahamas The; Caribbean; Americas,1926,6500
Vatican City; Vatican City State (Holy See); Southern Europe; Europe,1876,22200
Yamoussoukro; Cote D'Ivoire (Ivory Coast); Western Africa; Africa,1926,24100
Riga; Latvia; Northern Europe; Europe,1923,34400
Sao Tome; Sao Tome and Principe; Middle Africa; Africa,1938,22200
Suva; Fiji Islands; Melanesia; Oceania,1910,9300
Dodoma; Tanzania; Eastern Africa; Africa,1896,12400
Nay Pyi Taw; Myanmar; South-Eastern Asia; Asia,2008,11600
Kuala Lumpur; Malaysia; South-Eastern Asia; Asia,1940,9000
Oslo; Norway; Northern Europe; Europe,1937,9000
Tallinn; Estonia; Northern Europe; Europe,1822,9300
Lusaka; Zambia; Eastern Africa; Africa,1896,9300
Majuro; Marshall Islands; Micronesia; Oceania,1902,17200
Doha; Qatar; Western Asia; Asia,1921,24100
Muscat; Oman; Western Asia; Asia,1920,9300
Podgorica; Montenegro; Southern Europe; Europe,1948,9300
Managua; Nicaragua; Central America; Americas,1957,42800
Addis Ababa; Ethiopia; Eastern Africa; Africa,1905,9000
Saipan; Northern Mariana Islands; Micronesia; Oceania,1906,9000
Baghdad; Iraq; Western Asia; Asia,1869,12400
Suva; Fiji Islands; Melanesia; Oceania,1903,24100
Papeete; French Polynesia; Polynesia; Oceania,1928,9000
Pristina; Kosovo; Eastern Europe; Europe,1938,9000
Porto-Novo; Benin; Western Africa; Africa,1908,22200
Rome; Italy; Southern Europe; Europe,1858,9000
Bujumbura; Burundi; Eastern Africa; Africa,1930,22200
Washington; United States; Northern America; Americas,1941,34400
Ottawa; Canada; Northern America; Americas,1903,12400
Asuncion; Paraguay; South America; Americas,1925,20900
Tunis; Tunisia; Northern Africa; Africa,1898,9300
Ankara; Turkey; Western Asia; Asia,1955,12400
Yaren; Nauru; Micronesia; Oceania,1932,6500
Ottawa; Canada; Northern America; Americas,1926,6500
Port-aux-Francais; French Southern Territories; Southern Africa; Africa,1885,11600
Santiago; Chile; South America; Americas,1941,38600
Luxembourg; Luxembourg; Western Europe; Europe,1922,9300
Dhaka; Bangladesh; Southern Asia; Asia,1924,17200
Vatican City; Vatican City State (Holy See); Southern Europe; Europe,1898,20900
Bern; Switzerland; Western Europe; Europe,1924,6500
Port Moresby; Papua new Guinea; Melanesia; Oceania,1906,9300
Caracas; Venezuela; South America; Americas,1901,39500
Lusaka; Zambia; Eastern Africa; Africa,1939,6500
Dublin; Ireland; Northern Europe; Europe,1927,9300
Kuwait City; Kuwait; Western Asia; Asia,1919,11600
Brussels; Belgium; Western Europe; Europe,1946,9300
Charlotte Amalie; Virgin Islands (US); Caribbean; Americas,1881,12400
Bucharest; Romania; Eastern Europe; Europe,1908,12400
Roseau; Dominica; Caribbean; Americas,1951,12400
Banjul; Gambia The; Western Africa; Africa,1938,24100
Saint Helier; Jersey; Northern Europe; Europe,1935,9300
Abu Dhabi; United Arab Emirates; Western Asia; Asia,1868,34400
Athens; Greece; Southern Europe; Europe,1933,9000
Dushanbe; Tajikistan; Central Asia; Asia,1941,9300
Ashgabat; Turkmenistan; Central Asia; Asia,1936,11600
Roseau; Dominica; Caribbean; Americas,1907,25800
Brasilia; Brazil; South America; Americas,1923,12400
Nay Pyi Taw; Myanmar; South-Eastern Asia; Asia,1925,5400
Skopje; Macedonia; Southern Europe; Europe,1927,9300
Beirut; Lebanon; Western Asia; Asia,1923,17200
Kiev; Ukraine; Eastern Europe; Europe,1923,22200
Rabat; Morocco; Northern Africa; Africa,1875,9300
Cockburn Town; Turks And Caicos Islands; Caribbean; Americas,1881,17200
Accra; Ghana; Western Africa; Africa,1900,34700
Zagreb; Croatia (Hrvatska); Southern Europe; Europe,1879,5400
Islamabad; Pakistan; Southern Asia; Asia,1939,9300
Praia; Cape Verde; Western Africa; Africa,1946,12400
Riga; Latvia; Northern Europe; Europe,1846,9300
Roseau; Dominica; Caribbean; Americas,1909,22200
Havana; Cuba; Caribbean; Americas,1929,5400
Tegucigalpa; Honduras; Central America; Americas,1958,22200
Lome; Togo; Western Africa; Africa,1978,9000
Asuncion; Paraguay; South America; Americas,1921,38600
Beirut; Lebanon; Western Asia; Asia,1938,12400
Maseru; Lesotho; Southern Africa; Africa,1945,9000
Funafuti; Tuvalu; Polynesia; Oceania,1910,9300
Macao; Macau S.A.R.; Eastern Asia; Asia,1946,22200
Banjul; Gambia The; Western Africa; Africa,1907,9300
Muscat; Oman; Western Asia; Asia,1918,11600
Tunis; Tunisia; Northern Africa; Africa,1942,25800
Colombo; Sri Lanka; Southern Asia; Asia,1947,12400
Podgorica; Montenegro; Southern Europe; Europe,1924,38600
Ashgabat; Turkmenistan; Central Asia; Asia,1888,9300
Ouagadougou; Burkina Faso; Western Africa; Africa,1890,6500
Jerusalem; Israel; Western Asia; Asia,1891,5400
Beijing; China; Eastern Asia; Asia,1946,12400
Jerusalem; Israel; Western Asia; Asia,1906,5400
Dublin; Ireland; Northern Europe; Europe,1897,5400
Ouagadougou; Burkina Faso; Western Africa; Africa,1925,9000
Tarawa; Kiribati; Micronesia; Oceania,1831,22200
Conakry; Guinea; Western Africa; Africa,1927,24100
Ouagadougou; Burkina Faso; Western Africa; Africa,1933,17200
Plymouth; Montserrat; Caribbean; Americas,1817,9300
Gaborone; Botswana; Southern Africa; Africa,1874,34400
Yerevan; Armenia; Western Asia; Asia,1892,9000
Beirut; Lebanon; Western Asia; Asia,1928,9300
Ouagadougou; Burkina Faso; Western Africa; Africa,1909,11600
Nay Pyi Taw; Myanmar; South-Eastern Asia; Asia,1847,17200
San Salvador; El Salvador; Central America; Americas,1940,42800
Porto-Novo; Benin; Western Africa; Africa,1854,20900
Bangkok; Thailand; South-Eastern Asia; Asia,1902,20900
The Valley; Anguilla; Caribbean; Americas,1929,12400
Nassau; Bahamas The; Caribbean; Americas,1907,12400
Madrid; Spain; Southern Europe; Europe,1949,3100
Stanley; Falkland Islands; South America; Americas,1866,9300
Skopje; Macedonia; Southern Europe; Europe,1939,9300
Porto-Novo; Benin; Western Africa; Africa,1875,12400
Amman; Jordan; Western Asia; Asia,1887,22200
Port-aux-Francais; French Southern Territories; Southern Africa; Africa,1893,9000
Harare; Zimbabwe; Eastern Africa; Africa,1946,17200
Ouagadougou; Burkina Faso; Western Africa; Africa,1938,45500
Damascus; Syria; Western Asia; Asia,1943,11600
Bamako; Mali; Western Africa; Africa,1936,20900
San Juan; Puerto Rico; Caribbean; Americas,1886,20900
Moscow; Russia; Eastern Europe; Europe,1882,22200
Pago Pago; American Samoa; Polynesia; Oceania,1939,6500
Minsk; Belarus; Eastern Europe; Europe,1833,20900
Belmopan; Belize; Central America; Americas,1939,9000
Kuwait City; Kuwait; Western Asia; Asia,1923,20900
Mamoudzou; Mayotte; Eastern Africa; Africa,1945,3100
Macao; Macau S.A.R.; Eastern Asia; Asia,1905,24100
Antananarivo; Madagascar; Eastern Africa; Africa,1915,20900
Mata Utu; Wallis And Futuna Islands; Polynesia; Oceania,1933,24100
Bridgetown; Barbados; Caribbean; Americas,1926,9000
Rome; Italy; Southern Europe; Europe,1960,9300
Riyadh; Saudi Arabia; Western Asia; Asia,1939,25800
Lisbon; Portugal; Southern Europe; Europe,1922,12400
Andorra la Vella; Andorra; Southern Europe; Europe,1956,17200
Yaren; Nauru; Micronesia; Oceania,1909,5400
Kinshasa; Congo The Democratic Republic Of The; Middle Africa; Africa,1934,34700
Beirut; Lebanon; Western Asia; Asia,1856,24100
Khartoum; Sudan; Northern Africa; Africa,1940,5400
Grytviken; South Georgia; South America; Americas,1897,38600
Freetown; Sierra Leone; Western Africa; Africa,1913,17200
Washington; United States; Northern America; Americas,1949,20900
Castries; Saint Lucia; Caribbean; Americas,1932,9300
Tallinn; Estonia; Northern Europe; Europe,1954,6500
Vienna; Austria; Western Europe; Europe,1954,17200
Montevideo; Uruguay; South America; Americas,1806,17200
Windhoek; Namibia; Southern Africa; Africa,1913,17200
Tegucigalpa; Honduras; Central America; Americas,1791,9000
Sofia; Bulgaria; Eastern Europe; Europe,1937,9300
Tallinn; Estonia; Northern Europe; Europe,1904,17200
Ulan Bator; Mongolia; Eastern Asia; Asia,1911,9000
Baku; Azerbaijan; Western Asia; Asia,1948,9300
The Valley; Anguilla; Caribbean; Americas,1912,9300
George Town; Cayman Islands; Caribbean; Americas,1910,9000
